,ethnic origin,baseline_share,min_proba,min_distance,max_entropy,N_samples,sample_share
1,1,0.05826017557861133,0.7,0.3,2,125,0.06103515625
2,2,0.05746209098164405,0.7,0.3,2,98,0.0478515625
3,3,0.06264964086193137,0.7,0.3,2,140,0.068359375
4,4,0.06225059856344772,0.7,0.3,2,100,0.048828125
5,5,0.06424581005586592,0.7,0.3,2,115,0.05615234375
6,6,0.06544293695131684,0.7,0.3,2,135,0.06591796875
7,7,0.057063048683160415,0.7,0.3,2,136,0.06640625
8,8,0.060654429369513166,0.7,0.3,2,127,0.06201171875
9,9,0.060654429369513166,0.7,0.3,2,140,0.068359375
10,10,0.05905826017557861,0.7,0.3,2,141,0.06884765625
11,11,0.06025538707102953,0.7,0.3,2,127,0.06201171875
12,12,0.036312849162011177,0.7,0.3,2,71,0.03466796875
13,13,0.057063048683160415,0.7,0.3,2,108,0.052734375
14,14,0.05865921787709497,0.7,0.3,2,133,0.06494140625
15,15,0.06225059856344772,0.7,0.3,2,97,0.04736328125
16,16,0.05905826017557861,0.7,0.3,2,117,0.05712890625
0,0,0.05865921787709497,0.7,0.3,1.75,138,0.0673828125
1,1,0.05826017557861133,0.7,0.3,1.75,125,0.06103515625
2,2,0.05746209098164405,0.7,0.3,1.75,98,0.0478515625
3,3,0.06264964086193137,0.7,0.3,1.75,140,0.068359375
4,4,0.06225059856344772,0.7,0.3,1.75,100,0.048828125
5,5,0.06424581005586592,0.7,0.3,1.75,115,0.05615234375
6,6,0.06544293695131684,0.7,0.3,1.75,135,0.06591796875
7,7,0.057063048683160415,0.7,0.3,1.75,136,0.06640625
8,8,0.060654429369513166,0.7,0.3,1.75,127,0.06201171875
9,9,0.060654429369513166,0.7,0.3,1.75,140,0.068359375
10,10,0.05905826017557861,0.7,0.3,1.75,141,0.06884765625
11,11,0.06025538707102953,0.7,0.3,1.75,127,0.06201171875
12,12,0.036312849162011177,0.7,0.3,1.75,71,0.03466796875
13,13,0.057063048683160415,0.7,0.3,1.75,108,0.052734375
14,14,0.05865921787709497,0.7,0.3,1.75,133,0.06494140625
15,15,0.06225059856344772,0.7,0.3,1.75,97,0.04736328125
16,16,0.05905826017557861,0.7,0.3,1.75,117,0.05712890625
0,0,0.05865921787709497,0.7,0.4,10,138,0.0673828125
1,1,0.05826017557861133,0.7,0.4,10,125,0.06103515625
2,2,0.05746209098164405,0.7,0.4,10,98,0.0478515625
3,3,0.06264964086193137,0.7,0.4,10,140,0.068359375
4,4,0.06225059856344772,0.7,0.4,10,100,0.048828125
5,5,0.06424581005586592,0.7,0.4,10,115,0.05615234375
6,6,0.06544293695131684,0.7,0.4,10,135,0.06591796875
7,7,0.057063048683160415,0.7,0.4,10,136,0.06640625
8,8,0.060654429369513166,0.7,0.4,10,127,0.06201171875
9,9,0.060654429369513166,0.7,0.4,10,140,0.068359375
10,10,0.05905826017557861,0.7,0.4,10,141,0.06884765625
11,11,0.06025538707102953,0.7,0.4,10,127,0.06201171875
12,12,0.036312849162011177,0.7,0.4,10,71,0.03466796875
13,13,0.057063048683160415,0.7,0.4,10,108,0.052734375
14,14,0.05865921787709497,0.7,0.4,10,133,0.06494140625
15,15,0.06225059856344772,0.7,0.4,10,97,0.04736328125
16,16,0.05905826017557861,0.7,0.4,10,117,0.05712890625
0,0,0.05865921787709497,0.7,0.4,2,138,0.0673828125
1,1,0.05826017557861133,0.7,0.4,2,125,0.06103515625
2,2,0.05746209098164405,0.7,0.4,2,98,0.0478515625
3,3,0.06264964086193137,0.7,0.4,2,140,0.068359375
4,4,0.06225059856344772,0.7,0.4,2,100,0.048828125
5,5,0.06424581005586592,0.7,0.4,2,115,0.05615234375
6,6,0.06544293695131684,0.7,0.4,2,135,0.06591796875
7,7,0.057063048683160415,0.7,0.4,2,136,0.06640625
8,8,0.060654429369513166,0.7,0.4,2,127,0.06201171875
9,9,0.060654429369513166,0.7,0.4,2,140,0.068359375
10,10,0.05905826017557861,0.7,0.4,2,141,0.06884765625
11,11,0.06025538707102953,0.7,0.4,2,127,0.06201171875
12,12,0.036312849162011177,0.7,0.4,2,71,0.03466796875
13,13,0.057063048683160415,0.7,0.4,2,108,0.052734375
14,14,0.05865921787709497,0.7,0.4,2,133,0.06494140625
15,15,0.06225059856344772,0.7,0.4,2,97,0.04736328125
16,16,0.05905826017557861,0.7,0.4,2,117,0.05712890625
0,0,0.05865921787709497,0.7,0.4,1.75,138,0.0673828125
1,1,0.05826017557861133,0.7,0.4,1.75,125,0.06103515625
2,2,0.05746209098164405,0.7,0.4,1.75,98,0.0478515625
3,3,0.06264964086193137,0.7,0.4,1.75,140,0.068359375
4,4,0.06225059856344772,0.7,0.4,1.75,100,0.048828125
5,5,0.06424581005586592,0.7,0.4,1.75,115,0.05615234375
6,6,0.06544293695131684,0.7,0.4,1.75,135,0.06591796875
7,7,0.057063048683160415,0.7,0.4,1.75,136,0.06640625
8,8,0.060654429369513166,0.7,0.4,1.75,127,0.06201171875
9,9,0.060654429369513166,0.7,0.4,1.75,140,0.068359375
10,10,0.05905826017557861,0.7,0.4,1.75,141,0.06884765625
11,11,0.06025538707102953,0.7,0.4,1.75,127,0.06201171875
12,12,0.036312849162011177,0.7,0.4,1.75,71,0.03466796875
13,13,0.057063048683160415,0.7,0.4,1.75,108,0.052734375
14,14,0.05865921787709497,0.7,0.4,1.75,133,0.06494140625
15,15,0.06225059856344772,0.7,0.4,1.75,97,0.04736328125
16,16,0.05905826017557861,0.7,0.4,1.75,117,0.05712890625
0,0,0.05865921787709497,0.7,0.5,10,138,0.06774668630338733
1,1,0.05826017557861133,0.7,0.5,10,125,0.06136475208640157
2,2,0.05746209098164405,0.7,0.5,10,97,0.047619047619047616
3,3,0.06264964086193137,0.7,0.5,10,138,0.06774668630338733
4,4,0.06225059856344772,0.7,0.5,10,97,0.047619047619047616
5,5,0.06424581005586592,0.7,0.5,10,115,0.056455571919489446
6,6,0.06544293695131684,0.7,0.5,10,134,0.06578301423662249
7,7,0.057063048683160415,0.7,0.5,10,136,0.06676485027000491
8,8,0.060654429369513166,0.7,0.5,10,127,0.062346588119784
9,9,0.060654429369513166,0.7,0.5,10,140,0.06872852233676977
10,10,0.05905826017557861,0.7,0.5,10,141,0.06921944035346098
11,11,0.06025538707102953,0.7,0.5,10,125,0.06136475208640157
12,12,0.036312849162011177,0.7,0.5,10,71,0.03485517918507609
13,13,0.057063048683160415,0.7,0.5,10,108,0.053019145802650956
14,14,0.05865921787709497,0.7,0.5,10,132,0.06480117820324006
15,15,0.06225059856344772,0.7,0.5,10,96,0.047128129602356406
16,16,0.05905826017557861,0.7,0.5,10,117,0.05743740795287187
0,0,0.05865921787709497,0.7,0.5,2,138,0.06774668630338733
1,1,0.05826017557861133,0.7,0.5,2,125,0.06136475208640157
2,2,0.05746209098164405,0.7,0.5,2,97,0.047619047619047616
3,3,0.06264964086193137,0.7,0.5,2,138,0.06774668630338733
4,4,0.06225059856344772,0.7,0.5,2,97,0.047619047619047616
5,5,0.06424581005586592,0.7,0.5,2,115,0.056455571919489446
6,6,0.06544293695131684,0.7,0.5,2,134,0.06578301423662249
7,7,0.057063048683160415,0.7,0.5,2,136,0.06676485027000491
8,8,0.060654429369513166,0.7,0.5,2,127,0.062346588119784
9,9,0.060654429369513166,0.7,0.5,2,140,0.06872852233676977
10,10,0.05905826017557861,0.7,0.5,2,141,0.06921944035346098
11,11,0.06025538707102953,0.7,0.5,2,125,0.06136475208640157
12,12,0.036312849162011177,0.7,0.5,2,71,0.03485517918507609
13,13,0.057063048683160415,0.7,0.5,2,108,0.053019145802650956
14,14,0.05865921787709497,0.7,0.5,2,132,0.06480117820324006
15,15,0.06225059856344772,0.7,0.5,2,96,0.047128129602356406
16,16,0.05905826017557861,0.7,0.5,2,117,0.05743740795287187
0,0,0.05865921787709497,0.7,0.5,1.75,138,0.06774668630338733
1,1,0.05826017557861133,0.7,0.5,1.75,125,0.06136475208640157
2,2,0.05746209098164405,0.7,0.5,1.75,97,0.047619047619047616
3,3,0.06264964086193137,0.7,0.5,1.75,138,0.06774668630338733
4,4,0.06225059856344772,0.7,0.5,1.75,97,0.047619047619047616
5,5,0.06424581005586592,0.7,0.5,1.75,115,0.056455571919489446
6,6,0.06544293695131684,0.7,0.5,1.75,134,0.06578301423662249
7,7,0.057063048683160415,0.7,0.5,1.75,136,0.06676485027000491
8,8,0.060654429369513166,0.7,0.5,1.75,127,0.062346588119784
9,9,0.060654429369513166,0.7,0.5,1.75,140,0.06872852233676977
10,10,0.05905826017557861,0.7,0.5,1.75,141,0.06921944035346098
11,11,0.06025538707102953,0.7,0.5,1.75,125,0.06136475208640157
12,12,0.036312849162011177,0.7,0.5,1.75,71,0.03485517918507609
13,13,0.057063048683160415,0.7,0.5,1.75,108,0.053019145802650956
14,14,0.05865921787709497,0.7,0.5,1.75,132,0.06480117820324006
15,15,0.06225059856344772,0.7,0.5,1.75,96,0.047128129602356406
16,16,0.05905826017557861,0.7,0.5,1.75,117,0.05743740795287187
